28.0,144.0,386.9059753417969,135.78439331054688,387.84423828125,176.77365112304688,28.93827247619629,184.9892578125
406.0,135.0,448.9887390136719,134.01596069335938,449.9727783203125,177.00469970703125,406.9840393066406,177.98873901367188
109.0,259.0,172.99462890625,258.17144775390625,173.30532836914062,282.16943359375,109.31069946289062,282.99798583984375
188.0,256.0,262.99371337890625,255.029052734375,263.3302917480469,281.0268859863281,188.3365936279297,281.9978332519531
110.0,307.0,135.0,307.0,135.0,329.0,110.0,329.0
142.0,302.0,310.0,302.0,310.0,332.0,142.0,332.0
111.0,347.0,165.0,347.0,165.0,369.0,111.0,369.0
189.0,347.0,218.0,347.0,218.0,369.0,189.0,369.0
232.0,346.0,295.0,346.0,295.0,369.0,232.0,369.0
399.0,301.0,466.0,301.0,466.0,327.0,399.0,327.0
481.0,303.0,559.0,303.0,559.0,326.0,481.0,326.0
456.0,337.0,559.0,337.0,559.0,365.0,456.0,365.0
184.0,384.0,238.99534606933594,383.2848815917969,239.29440307617188,406.2829284667969,184.29905700683594,406.998046875
260.0,382.0,347.9925537109375,380.8558044433594,348.38262939453125,410.853271484375,260.39007568359375,411.9974670410156
370.0,381.0,457.9925537109375,379.8558044433594,458.38262939453125,409.853271484375,370.39007568359375,410.9974670410156
145.0,427.0,239.0,427.0,239.0,449.0,145.0,449.0
159.0,469.0,240.0,469.0,240.0,492.0,159.0,492.0
160.0,504.0,240.99313354492188,505.0545349121094,240.69369506835938,528.0526123046875,159.7005615234375,526.998046875
159.0,542.0,239.9518280029297,539.206787109375,240.77944946289062,563.1925048828125,159.82762145996094,565.9857177734375
161.0,577.0,240.989990234375,575.7340087890625,241.3539581298828,598.7311401367188,161.3639678955078,599.9971313476562
286.0,427.0,348.0,427.0,348.0,449.0,286.0,449.0
379.0,427.0,458.0,427.0,458.0,449.0,379.0,449.0
486.0,427.0,519.0,427.0,519.0,449.0,486.0,449.0
290.0,469.0,348.0,469.0,348.0,492.0,290.0,492.0
378.0,470.0,457.0,470.0,457.0,492.0,378.0,492.0
485.0,470.0,518.0,470.0,518.0,492.0,485.0,492.0
290.0,506.0,348.0,506.0,348.0,527.0,290.0,527.0
379.0,506.0,457.0,506.0,457.0,528.0,379.0,528.0
485.0,507.0,518.0,507.0,518.0,529.0,485.0,529.0
290.0,541.0,347.996826171875,541.6065063476562,347.7563171386719,564.605224609375,289.7594909667969,563.9987182617188
378.0,542.0,456.99566650390625,542.826171875,456.7655944824219,564.824951171875,377.7699279785156,563.998779296875
485.0,543.0,517.9981689453125,543.3450927734375,517.7681274414062,565.3438720703125,484.7699279785156,564.998779296875
290.0,576.0,347.99053955078125,577.0481567382812,347.57489013671875,600.0443725585938,289.5843505859375,598.9962158203125
379.0,578.0,456.98724365234375,579.4096069335938,456.58966064453125,601.406005859375,378.6024169921875,599.9963989257812
485.0,580.0,513.9952392578125,580.5241088867188,513.61572265625,601.5206909179688,484.6204833984375,600.99658203125
307.0,615.0,347.94232177734375,612.8258666992188,349.1089172363281,634.794921875,308.1665954589844,636.9690551757812
220.0,872.0,288.91680908203125,875.3870239257812,287.8368835449219,897.3604736328125,218.92007446289062,893.9734497070312
412.0,878.0,514.9902954101562,879.4137573242188,514.5922241210938,908.4110107421875,411.6019592285156,906.9972534179688
681.0,885.0,718.9822998046875,886.16015625,718.3411865234375,907.150390625,680.35888671875,905.990234375
