238.0,391.0,858.9598999023438,383.9423828125,859.9600219726562,471.93670654296875,239.00010681152344,478.99432373046875
888.0,400.0,958.9954223632812,399.1930847167969,959.8023071289062,470.1885070800781,888.806884765625,470.99542236328125
1408.0,408.0,1534.984375,409.9921875,1534.058837890625,468.98492431640625,1407.074462890625,466.99273681640625
346.0,602.0,465.0,602.0,465.0,645.0,346.0,645.0
488.0,600.0,625.0,600.0,625.0,647.0,488.0,647.0
322.0,680.0,707.0,680.0,707.0,737.0,322.0,737.0
353.0,759.0,452.0,759.0,452.0,800.0,353.0,800.0
494.0,760.0,546.0,760.0,546.0,801.0,494.0,801.0
570.0,761.0,679.0,761.0,679.0,802.0,570.0,802.0
860.0,684.0,976.988525390625,685.638916015625,976.3021240234375,734.6340942382812,859.3135986328125,732.9951782226562
1001.0,691.0,1135.98681640625,692.8910522460938,1135.3984375,734.886962890625,1000.4116821289062,732.995849609375
917.0,751.0,1133.0,751.0,1133.0,801.0,917.0,801.0
484.0,826.0,583.0,826.0,583.0,865.0,484.0,865.0
636.0,832.0,771.0,832.0,771.0,865.0,636.0,865.0
816.0,822.0,958.9242553710938,817.345703125,960.5516357421875,867.3192138671875,817.6273803710938,871.9735107421875
985.0,826.0,1059.0,826.0,1059.0,877.0,985.0,877.0
412.0,896.0,584.9295654296875,900.9364013671875,583.7596435546875,941.919677734375,410.8301086425781,936.9832763671875
642.0,900.0,771.0,900.0,771.0,939.0,642.0,939.0
818.0,902.0,959.0,902.0,959.0,941.0,818.0,941.0
1004.0,902.0,1056.0,902.0,1056.0,941.0,1004.0,941.0
664.0,974.0,771.0,974.0,771.0,1011.0,664.0,1011.0
816.0,974.0,957.0,974.0,957.0,1013.0,816.0,1013.0
1002.0,974.0,1053.0,974.0,1053.0,1013.0,1002.0,1013.0
666.0,1032.0,770.9913330078125,1033.34716796875,770.4780883789062,1073.3438720703125,665.4867553710938,1071.9967041015625
817.0,1033.0,954.9883422851562,1034.795654296875,954.4808959960938,1073.7923583984375,816.4925537109375,1071.9967041015625
1000.0,1035.0,1050.995849609375,1035.6544189453125,1050.4954833984375,1074.6512451171875,999.4996337890625,1073.996826171875
666.0,1092.0,770.9954223632812,1092.9788818359375,770.6318359375,1131.9771728515625,665.6364135742188,1130.998291015625
816.0,1093.0,952.9940185546875,1094.2772216796875,952.6397705078125,1132.2755126953125,815.645751953125,1130.998291015625
998.0,1095.0,1048.997802734375,1095.4754638671875,1048.6435546875,1133.4737548828125,997.645751953125,1132.998291015625
666.0,1152.0,771.0,1152.0,771.0,1189.0,666.0,1189.0
816.0,1154.0,953.0,1154.0,953.0,1191.0,816.0,1191.0
998.0,1154.0,1047.0,1154.0,1047.0,1191.0,998.0,1191.0
666.0,1212.0,771.0,1212.0,771.0,1247.0,666.0,1247.0
814.0,1212.0,951.0,1212.0,951.0,1249.0,814.0,1249.0
996.0,1214.0,1045.0,1214.0,1045.0,1249.0,996.0,1249.0
668.0,1268.0,771.0,1268.0,771.0,1305.0,668.0,1305.0
814.0,1270.0,949.0,1270.0,949.0,1307.0,814.0,1307.0
994.0,1272.0,1043.0,1272.0,1043.0,1307.0,994.0,1307.0
444.0,972.0,585.0,972.0,585.0,1010.0,444.0,1010.0
446.0,1034.0,586.9747314453125,1031.3306884765625,587.7130126953125,1070.32373046875,446.7383117675781,1072.9930419921875
448.0,1094.0,586.9929809570312,1092.6029052734375,587.3648681640625,1129.60107421875,448.37188720703125,1130.9981689453125
450.0,1153.0,587.9901123046875,1151.348388671875,588.4329223632812,1188.345703125,450.44281005859375,1189.997314453125
452.0,1212.0,595.0,1212.0,595.0,1247.0,452.0,1247.0
452.0,1269.0,588.954833984375,1265.482421875,589.9818725585938,1305.46923828125,453.02703857421875,1308.98681640625
672.0,1325.0,774.9899291992188,1323.5589599609375,775.5215454101562,1361.5552978515625,672.5316162109375,1362.996337890625
560.0,1626.0,678.98876953125,1627.63330078125,678.4534912109375,1666.629638671875,559.4647216796875,1664.996337890625
874.0,1626.0,1043.0,1626.0,1043.0,1673.0,874.0,1673.0
1298.0,1624.0,1430.990478515625,1625.5889892578125,1430.5364990234375,1663.5863037109375,1297.5460205078125,1661.997314453125
